FOLLOWER_BEHAVIOR;COOPERATION_TYPE;PARAM;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;NB_SAA_PROBLEMS;NB_SAA_SCENARIOS;NB_SAA_THINNING;ALIGNMENT;LB_1;UB_1;GAP_1;OBJ_FOLLOWER_1;NB_BNB_1;STATUS;LB;UB;GAP;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;OBJ_VAR_FOLLOWER;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;NB_SOL;
DependentStrongWeak;Threshold;2;Transformed_SAA;1;0.01;0;../data/instances/xuwang-bmilplib_260_3.txt;1;100;1;-0.10608;-142.741783;-138.577990;0.030047;-95.027143;4776852.000000;3;-142.741783;-138.755467;0.028729;-95.027143;-93.517103;-93.517103;-93.517103;0.000000;10800.000000;10800.000000;0.000000;4776852.000000;0.000000;-142.741783;-138.755467;3.986316;0.000000;0.000000;0.000000;1;1;
