FOLLOWER_BEHAVIOR;COOPERATION_TYPE;NB_INTERVALS;SCALING;METHOD;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;NB_SAA_PROBLEMS;NB_SAA_SCENARIOS;NB_SAA_THINNING;NB_VAL_PROBLEMS;NB_VAL_SCENARIOS;NB_VAL_THINNING;COORDINATE_HAR;METROPOLIS_HAS;ALIGNMENT;LB_1;UB_1;GAP_1;OBJ_FOLLOWER_1;NB_BNB_1;STATUS;LB;UB;GAP;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;OBJ_VAR_FOLLOWER;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;NB_SOL;
DependentGeneral;GenFragilePower;-1;2;Callback;Transformed_SAA;1;0.01;0;../data/instances/xuwang-bmilplib_160_8_mod.txt;1;1500;10;4;10000;50;1;0;0.00949055;-159.665684;-159.665684;0.000000;-17.000000;277.000000;2;-159.665684;-159.840893;-0.001096;-17.000000;-15.596450;-15.596450;-15.685751;0.000001;1594.000000;664.000000;930.000000;277.000000;0.000000;-159.665684;-159.795205;-0.129521;0.000000;0.000776;0.000776;0;1;
