FOLLOWER_BEHAVIOR;COOPERATION_TYPE;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;ALIGNMENT;STATUS;LB;UB;GAP;EVAL;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;TIME;NB_BNB;NB_SOL;
FixedStrongWeak;0.5;Deterministic_Equivalent;1;0.01;0;../data/instances/denegre-miblp_20_20_50_0110_15_1_mod.txt;-0.161361;2;-449.745819;-449.745819;0.000000;-449.745819;-3.100000;0.000000;0.000000;0.000000;0.000000;1005.000000;1;
