FOLLOWER_BEHAVIOR;COOPERATION_TYPE;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;ALIGNMENT;STATUS;LB;UB;GAP;EVAL;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;TIME;NB_BNB;NB_SOL;
FixedStrongWeak;0.7;Deterministic_Equivalent;1;0.01;0;../data/instances/xuwang-bmilplib_110_4.txt;0.071072;2;-189.658857;-189.639911;0.000100;-189.639911;-50.568100;-48.977830;-48.977830;-48.977830;10.000000;18514.000000;1;
