FOLLOWER_BEHAVIOR;COOPERATION_TYPE;PARAM;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;ALIGNMENT;STATUS;LB;UB;GAP;EVAL;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;TIME;NB_BNB;NB_SOL;
DependentStrongWeak;Fragile;5;Deterministic_Equivalent;1;0.01;0;../data/instances/denegre-miblp_20_20_50_0110_10_6.txt;-0.29642;2;-673.177836;-673.177753;0.000000;-673.177118;-10.266917;2.657063;0.618644;0.619204;352.000000;1314261.000000;1;
