FOLLOWER_BEHAVIOR;COOPERATION_TYPE;PARAM;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;NB_SAA_PROBLEMS;NB_SAA_SCENARIOS;NB_SAA_THINNING;ALIGNMENT;LB_1;UB_1;GAP_1;OBJ_FOLLOWER_1;NB_BNB_1;STATUS;LB;UB;GAP;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;OBJ_VAR_FOLLOWER;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;NB_SOL;
DependentStrongWeak;StrongPower;2;Transformed_SAA;1;0.01;0;../data/instances/xuwang-bmilplib_10_7.txt;1;100;1;0.123028;-450.850111;-450.850111;0.000000;-132.321452;1939.000000;2;-450.850111;-450.977106;-0.000282;-132.321452;-130.516812;-130.516812;-130.516812;0.000000;0.000000;0.000000;0.000000;1939.000000;0.000000;-450.850111;-450.977106;-0.126995;0.000000;0.000000;0.000000;0;1;
