FOLLOWER_BEHAVIOR;COOPERATION_TYPE;METHOD;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;NB_SAA_PROBLEMS;NB_SAA_SCENARIOS;NB_SAA_THINNING;NB_VAL_PROBLEMS;NB_VAL_SCENARIOS;NB_VAL_THINNING;COORDINATE_HAR;METROPOLIS_HAS;ALIGNMENT;LB_1;UB_1;GAP_1;OBJ_FOLLOWER_1;NB_BNB_1;STATUS;LB;UB;GAP;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;OBJ_VAR_FOLLOWER;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;NB_SOL;
DependentGeneral;Neutral;Callback;Transformed_SAA;1;0.01;0;../data/instances/denegre-miblp_20_20_50_0110_10_4_mod.txt;1;1500;10;4;10000;50;1;0;0.179911;-805.636194;-616.747412;0.306266;-380.703009;3179.000000;3;-805.636194;-616.616769;0.306543;-380.703009;-376.304989;-376.304989;-376.731668;0.000005;67378.000000;67364.000000;14.000000;3179.000000;0.000000;-805.636194;-616.580395;189.055799;0.000000;0.000492;0.000492;1;1;
