FOLLOWER_BEHAVIOR;COOPERATION_TYPE;NB_INTERVALS;SCALING;METHOD;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;NB_SAA_PROBLEMS;NB_SAA_SCENARIOS;NB_SAA_THINNING;NB_VAL_PROBLEMS;NB_VAL_SCENARIOS;NB_VAL_THINNING;COORDINATE_HAR;METROPOLIS_HAS;ALIGNMENT;LB_1;UB_1;GAP_1;OBJ_FOLLOWER_1;NB_BNB_1;STATUS;LB;UB;GAP;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;OBJ_VAR_FOLLOWER;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;NB_SOL;
DependentGeneral;GenStrongPower;-1;20;Callback;Transformed_SAA;1;0.01;0;../data/instances/denegre-miblp_20_20_50_0110_5_1_mod.txt;1;1500;10;4;10000;50;1;0;-0.477006;-552.729816;-552.729816;0.000000;-2.422222;501.000000;2;-552.729816;-552.869282;-0.000252;-2.422222;-1.581072;-1.581072;-1.724198;0.000000;53.000000;41.000000;12.000000;501.000000;0.000000;-552.729816;-552.846188;-0.116372;0.000000;0.000198;0.000198;0;1;
