FOLLOWER_BEHAVIOR;COOPERATION_TYPE;NB_INTERVALS;SCALING;METHOD;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;NB_SAA_PROBLEMS;NB_SAA_SCENARIOS;NB_SAA_THINNING;NB_VAL_PROBLEMS;NB_VAL_SCENARIOS;NB_VAL_THINNING;COORDINATE_HAR;METROPOLIS_HAS;ALIGNMENT;LB_1;UB_1;GAP_1;OBJ_FOLLOWER_1;NB_BNB_1;STATUS;LB;UB;GAP;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;OBJ_VAR_FOLLOWER;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;NB_SOL;
DependentGeneral;GenFragile;-1;80;Callback;Transformed_SAA;1;0.01;0;../data/instances/xuwang-bmilplib_110_1.txt;1;1000;5;4;10000;50;1;0;0.0437301;-180.561149;-180.561149;0.000000;-57.221289;192.000000;2;-180.561149;-180.504562;0.000313;-57.221289;-54.992999;-54.992999;-55.013578;0.000000;564.000000;186.000000;403.000000;192.000000;0.000000;-180.561149;-180.494656;0.066493;0.000000;0.000036;0.000036;0;1;
