FOLLOWER_BEHAVIOR;COOPERATION_TYPE;METHOD;SOLUTION;NEAR_OPT;EPS_NEAR_OPT;MULT_NEAR_OPT;INSTANCE_FILE;NB_SAA_PROBLEMS;NB_SAA_SCENARIOS;NB_SAA_THINNING;NB_VAL_PROBLEMS;NB_VAL_SCENARIOS;NB_VAL_THINNING;COORDINATE_HAR;METROPOLIS_HAS;ALIGNMENT;LB_1;UB_1;GAP_1;OBJ_FOLLOWER_1;NB_BNB_1;STATUS;LB;UB;GAP;OBJ_FOLLOWER;OBJ_OPT_FOLLOWER;OBJ_PES_FOLLOWER;OBJ_MEAN_FOLLOWER;OBJ_VAR_FOLLOWER;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;NB_SOL;
DependentGeneral;Neutral;Callback;Transformed_SAA;1;0.01;0;../data/instances/xuwang-bmilplib_10_10.txt;1;1000;5;4;10000;50;1;0;-0.00793228;-448.079794;-448.079794;0.000000;-287.000000;77.000000;2;-448.079794;-448.052114;0.000062;-287.000000;-287.000000;-279.927500;-282.285820;0.000070;13.000000;6.000000;7.000000;77.000000;0.000000;-448.079794;-448.049265;0.030528;0.000000;0.000003;0.000003;0;1;
